"gbifID","kingdom","phylum","class","order","family","species","scientificName","year","samplingProtocol","decimalLatitude","decimalLongitude","isFlanders","isBrussels","isWallonia","adult","gender","count"
"2012823626","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,"culling - shooting",51.25928,4.27242,TRUE,FALSE,FALSE,1,"male",1
"2012823627","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"male",1
"2012823628","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"male",1
"2012823629","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"male",1
"2012823632","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24829,4.22985,TRUE,FALSE,FALSE,1,"male",1
"2012823633","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.25441,4.23658,TRUE,FALSE,FALSE,1,"male",1
"2012823635","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,2,"male",1
"2012823643","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,2,"male",1
"2012823644","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.30462,4.34987,TRUE,FALSE,FALSE,2,"male",1
"2012823646","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,"culling - shooting",51.25928,4.27242,TRUE,FALSE,FALSE,1,"male",1
"2012823647","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"male",1
"2012823648","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"male",1
"2012823659","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2015,"culling - shooting",50.98584,4.50913,TRUE,FALSE,FALSE,1,"male",1
"2012823660","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.06886,2.67718,TRUE,FALSE,FALSE,1,"male",1
"2012823662","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.06375,4.43975,TRUE,FALSE,FALSE,2,"male",1
"2012823663","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.1015,4.01453,TRUE,FALSE,FALSE,1,"male",1
"2012823665","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"male",1
"2012823666","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",50.83934,2.89668,TRUE,FALSE,FALSE,1,"male",1
"2012823673","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,3,"male",2
"2012823681","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.32873,3.23106,TRUE,FALSE,FALSE,2,"male",1
"2012823686","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.17638,2.92896,TRUE,FALSE,FALSE,2,"male",1
"2012823691","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",51.24141,3.30152,TRUE,FALSE,FALSE,1,"male",1
"2012823692","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,2,"male",2
"2012823697","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",50.98624,2.85161,TRUE,FALSE,FALSE,1,"male",1
"2012823699","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",51.02372,4.03352,TRUE,FALSE,FALSE,1,"male",1
"2012823707","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"male",1
"2012823708","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,"culling - shooting",51.17638,2.92896,TRUE,FALSE,FALSE,1,"male",1
"2012823714","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,"culling - shooting",51.24227,3.31286,TRUE,FALSE,FALSE,1,"male",1
"3072643301","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2020,"culling - shooting",50.98624,2.85161,TRUE,FALSE,FALSE,2,"male",1
"3072643303","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2019,"culling - shooting",51.15384,3.70662,TRUE,FALSE,FALSE,1,"male",1
"2012823630","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"female",1
"2012823635","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,2,"female",1
"2012823636","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,"culling - shooting",51.25928,4.27242,TRUE,FALSE,FALSE,1,"female",1
"2012823639","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"female",1
"2012823643","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,2,"female",1
"2012823644","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.30462,4.34987,TRUE,FALSE,FALSE,2,"female",1
"2012823649","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"female",1
"2012823654","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.26127,4.21084,TRUE,FALSE,FALSE,2,"female",2
"2012823655","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"female",1
"2012823656","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.1746,3.55257,TRUE,FALSE,FALSE,1,"female",1
"2012823662","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.06375,4.43975,TRUE,FALSE,FALSE,2,"female",1
"2012823664","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"female",1
"2012823673","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,3,"female",1
"2012823676","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.23307,4.34748,TRUE,FALSE,FALSE,1,"female",1
"2012823681","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.32873,3.23106,TRUE,FALSE,FALSE,2,"female",1
"2012823685","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",50.98584,4.50913,TRUE,FALSE,FALSE,1,"female",1
"2012823686","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.17638,2.92896,TRUE,FALSE,FALSE,2,"female",1
"2012823698","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.27016,4.19517,TRUE,FALSE,FALSE,1,"female",1
"2012823700","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"female",1
"2012823702","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",51.28334,4.3933,TRUE,FALSE,FALSE,1,"female",1
"2012823711","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,"culling - shooting",51.06886,2.67718,TRUE,FALSE,FALSE,2,"female",2
"3072643301","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2020,"culling - shooting",50.98624,2.85161,TRUE,FALSE,FALSE,2,"female",1
"3072643305","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2019,"culling - shooting",51.3218,4.21849,TRUE,FALSE,FALSE,1,"female",1
"2012823644","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.30462,4.34987,TRUE,FALSE,FALSE,2,"juvenile",7
"2012823650","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,NA,"juvenile",1
"2012823660","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.06886,2.67718,TRUE,FALSE,FALSE,1,"juvenile",2
"2012823668","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,NA,"juvenile",1
"2012823698","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.27016,4.19517,TRUE,FALSE,FALSE,1,"juvenile",5
"2012823708","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,"culling - shooting",51.17638,2.92896,TRUE,FALSE,FALSE,1,"juvenile",2
"2012823630","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"pulli",2
"2012823655","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"pulli",1
"2012823664","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,TRUE,FALSE,FALSE,1,"pulli",4
"2012823637","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,"Capture",50.81623,3.31125,TRUE,FALSE,FALSE,NA,"missing",4
"2012823667","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"Capture",51.17179,3.56365,TRUE,FALSE,FALSE,NA,"missing",1
